,OptStrike,OptPutCall,OptBid,OptAsk,OptExpDate,OptName,Unnamed: 6,Unnamed: 7,Unnamed: 8,Spot,139.78
0,45.0,Call,94.55,95.05,2017-03-17,AAPL US 03/17/17 C45 Equity,,,,Date,2017-03-03
1,47.5,Call,92.05,92.55,2017-03-17,AAPL US 03/17/17 C47.5 Equity,,,,,
2,50.0,Call,89.55,90.05,2017-03-17,AAPL US 03/17/17 C50 Equity,,,,,
3,55.0,Call,84.55,85.05,2017-03-17,AAPL US 03/17/17 C55 Equity,,,,,
4,60.0,Call,79.55,80.05,2017-03-17,AAPL US 03/17/17 C60 Equity,,,,,
5,65.0,Call,74.55,75.05,2017-03-17,AAPL US 03/17/17 C65 Equity,,,,,
6,70.0,Call,69.55,70.05,2017-03-17,AAPL US 03/17/17 C70 Equity,,,,,
7,75.0,Call,64.55,65.05,2017-03-17,AAPL US 03/17/17 C75 Equity,,,,,
8,80.0,Call,59.55,60.05,2017-03-17,AAPL US 03/17/17 C80 Equity,,,,,
9,82.5,Call,57.05,57.55,2017-03-17,AAPL US 03/17/17 C82.5 Equity,,,,,
10,85.0,Call,54.55,55.05,2017-03-17,AAPL US 03/17/17 C85 Equity,,,,,
11,87.5,Call,52.05,52.55,2017-03-17,AAPL US 03/17/17 C87.5 Equity,,,,,
12,90.0,Call,49.55,50.05,2017-03-17,AAPL US 03/17/17 C90 Equity,,,,,
13,92.5,Call,47.05,47.55,2017-03-17,AAPL US 03/17/17 C92.5 Equity,,,,,
14,93.0,Call,46.55,47.05,2017-03-17,AAPL US 03/17/17 C93 Equity,,,,,
15,94.0,Call,45.55,46.05,2017-03-17,AAPL US 03/17/17 C94 Equity,,,,,
16,95.0,Call,44.55,45.05,2017-03-17,AAPL US 03/17/17 C95 Equity,,,,,
17,96.0,Call,43.55,44.05,2017-03-17,AAPL US 03/17/17 C96 Equity,,,,,
18,97.0,Call,42.55,43.05,2017-03-17,AAPL US 03/17/17 C97 Equity,,,,,
19,97.5,Call,42.05,42.55,2017-03-17,AAPL US 03/17/17 C97.5 Equity,,,,,
20,98.0,Call,41.55,42.05,2017-03-17,AAPL US 03/17/17 C98 Equity,,,,,
21,98.5,Call,41.05,41.55,2017-03-17,AAPL US 03/17/17 C98.5 Equity,,,,,
22,99.0,Call,40.55,41.05,2017-03-17,AAPL US 03/17/17 C99 Equity,,,,,
23,99.5,Call,40.05,40.55,2017-03-17,AAPL US 03/17/17 C99.5 Equity,,,,,
24,100.0,Call,39.6,39.9,2017-03-17,AAPL US 03/17/17 C100 Equity,,,,,
25,101.0,Call,38.55,39.05,2017-03-17,AAPL US 03/17/17 C101 Equity,,,,,
26,102.0,Call,37.6,38.05,2017-03-17,AAPL US 03/17/17 C102 Equity,,,,,
27,103.0,Call,36.6,37.05,2017-03-17,AAPL US 03/17/17 C103 Equity,,,,,
28,104.0,Call,35.6,36.05,2017-03-17,AAPL US 03/17/17 C104 Equity,,,,,
29,105.0,Call,34.6,35.05,2017-03-17,AAPL US 03/17/17 C105 Equity,,,,,
30,106.0,Call,33.6,34.05,2017-03-17,AAPL US 03/17/17 C106 Equity,,,,,
31,107.0,Call,32.6,33.05,2017-03-17,AAPL US 03/17/17 C107 Equity,,,,,
32,108.0,Call,31.6,32.05,2017-03-17,AAPL US 03/17/17 C108 Equity,,,,,
33,109.0,Call,30.6,31.05,2017-03-17,AAPL US 03/17/17 C109 Equity,,,,,
34,110.0,Call,29.6,29.95,2017-03-17,AAPL US 03/17/17 C110 Equity,,,,,
35,111.0,Call,28.6,29.05,2017-03-17,AAPL US 03/17/17 C111 Equity,,,,,
36,112.0,Call,27.6,27.95,2017-03-17,AAPL US 03/17/17 C112 Equity,,,,,
37,113.0,Call,26.6,27.05,2017-03-17,AAPL US 03/17/17 C113 Equity,,,,,
38,114.0,Call,25.6,26.05,2017-03-17,AAPL US 03/17/17 C114 Equity,,,,,
39,115.0,Call,24.6,24.95,2017-03-17,AAPL US 03/17/17 C115 Equity,,,,,
40,116.0,Call,23.6,24.05,2017-03-17,AAPL US 03/17/17 C116 Equity,,,,,
41,117.0,Call,22.6,23.05,2017-03-17,AAPL US 03/17/17 C117 Equity,,,,,
42,118.0,Call,21.6,22.1,2017-03-17,AAPL US 03/17/17 C118 Equity,,,,,
43,119.0,Call,20.6,21.1,2017-03-17,AAPL US 03/17/17 C119 Equity,,,,,
44,120.0,Call,19.65,19.95,2017-03-17,AAPL US 03/17/17 C120 Equity,,,,,
45,121.0,Call,18.6,19.05,2017-03-17,AAPL US 03/17/17 C121 Equity,,,,,
46,122.0,Call,17.6,18.1,2017-03-17,AAPL US 03/17/17 C122 Equity,,,,,
47,123.0,Call,16.6,17.05,2017-03-17,AAPL US 03/17/17 C123 Equity,,,,,
48,124.0,Call,15.6,16.0,2017-03-17,AAPL US 03/17/17 C124 Equity,,,,,
49,125.0,Call,14.75,14.95,2017-03-17,AAPL US 03/17/17 C125 Equity,,,,,
50,126.0,Call,13.65,14.0,2017-03-17,AAPL US 03/17/17 C126 Equity,,,,,
51,127.0,Call,12.65,13.0,2017-03-17,AAPL US 03/17/17 C127 Equity,,,,,
52,128.0,Call,11.65,12.0,2017-03-17,AAPL US 03/17/17 C128 Equity,,,,,
53,129.0,Call,10.75,10.95,2017-03-17,AAPL US 03/17/17 C129 Equity,,,,,
54,130.0,Call,9.75,9.95,2017-03-17,AAPL US 03/17/17 C130 Equity,,,,,
55,131.0,Call,8.7,9.0,2017-03-17,AAPL US 03/17/17 C131 Equity,,,,,
56,132.0,Call,7.8,8.0,2017-03-17,AAPL US 03/17/17 C132 Equity,,,,,
57,133.0,Call,6.85,7.05,2017-03-17,AAPL US 03/17/17 C133 Equity,,,,,
58,134.0,Call,5.9,6.1,2017-03-17,AAPL US 03/17/17 C134 Equity,,,,,
59,135.0,Call,5.0,5.15,2017-03-17,AAPL US 03/17/17 C135 Equity,,,,,
60,136.0,Call,4.15,4.3,2017-03-17,AAPL US 03/17/17 C136 Equity,,,,,
61,137.0,Call,3.35,3.45,2017-03-17,AAPL US 03/17/17 C137 Equity,,,,,
62,138.0,Call,2.65,2.69,2017-03-17,AAPL US 03/17/17 C138 Equity,,,,,
63,139.0,Call,2.01,2.04,2017-03-17,AAPL US 03/17/17 C139 Equity,,,,,
64,140.0,Call,1.47,1.5,2017-03-17,AAPL US 03/17/17 C140 Equity,,,,,
65,141.0,Call,1.04,1.06,2017-03-17,AAPL US 03/17/17 C141 Equity,,,,,
66,142.0,Call,0.71,0.72,2017-03-17,AAPL US 03/17/17 C142 Equity,,,,,
67,143.0,Call,0.48,0.51,2017-03-17,AAPL US 03/17/17 C143 Equity,,,,,
68,144.0,Call,0.33,0.35,2017-03-17,AAPL US 03/17/17 C144 Equity,,,,,
69,145.0,Call,0.23,0.24,2017-03-17,AAPL US 03/17/17 C145 Equity,,,,,
70,146.0,Call,0.16,0.17,2017-03-17,AAPL US 03/17/17 C146 Equity,,,,,
71,147.0,Call,0.11,0.13,2017-03-17,AAPL US 03/17/17 C147 Equity,,,,,
72,148.0,Call,0.08,0.1,2017-03-17,AAPL US 03/17/17 C148 Equity,,,,,
73,149.0,Call,0.06,0.07,2017-03-17,AAPL US 03/17/17 C149 Equity,,,,,
74,150.0,Call,0.05,0.06,2017-03-17,AAPL US 03/17/17 C150 Equity,,,,,
75,152.5,Call,0.03,0.04,2017-03-17,AAPL US 03/17/17 C152.5 Equity,,,,,
76,155.0,Call,0.02,0.03,2017-03-17,AAPL US 03/17/17 C155 Equity,,,,,
77,157.5,Call,0.0,0.03,2017-03-17,AAPL US 03/17/17 C157.5 Equity,,,,,
78,160.0,Call,0.01,0.02,2017-03-17,AAPL US 03/17/17 C160 Equity,,,,,
79,165.0,Call,0.0,0.01,2017-03-17,AAPL US 03/17/17 C165 Equity,,,,,
80,170.0,Call,0.0,0.01,2017-03-17,AAPL US 03/17/17 C170 Equity,,,,,
81,175.0,Call,0.0,0.01,2017-03-17,AAPL US 03/17/17 C175 Equity,,,,,
82,180.0,Call,0.0,0.01,2017-03-17,AAPL US 03/17/17 C180 Equity,,,,,
83,185.0,Call,0.0,0.01,2017-03-17,AAPL US 03/17/17 C185 Equity,,,,,
84,190.0,Call,0.0,0.01,2017-03-17,AAPL US 03/17/17 C190 Equity,,,,,
85,195.0,Call,0.0,0.01,2017-03-17,AAPL US 03/17/17 C195 Equity,,,,,
86,200.0,Call,0.0,0.01,2017-03-17,AAPL US 03/17/17 C200 Equity,,,,,
87,205.0,Call,0.0,0.01,2017-03-17,AAPL US 03/17/17 C205 Equity,,,,,
88,210.0,Call,0.0,0.01,2017-03-17,AAPL US 03/17/17 C210 Equity,,,,,
89,220.0,Call,0.0,0.01,2017-03-17,AAPL US 03/17/17 C220 Equity,,,,,
90,230.0,Call,0.0,0.01,2017-03-17,AAPL US 03/17/17 C230 Equity,,,,,
91,240.0,Call,0.0,0.01,2017-03-17,AAPL US 03/17/17 C240 Equity,,,,,
92,45.0,Put,0.0,0.01,2017-03-17,AAPL US 03/17/17 P45 Equity,,,,,
93,47.5,Put,0.0,0.01,2017-03-17,AAPL US 03/17/17 P47.5 Equity,,,,,
94,50.0,Put,0.0,0.01,2017-03-17,AAPL US 03/17/17 P50 Equity,,,,,
95,55.0,Put,0.0,0.01,2017-03-17,AAPL US 03/17/17 P55 Equity,,,,,
96,60.0,Put,0.0,0.01,2017-03-17,AAPL US 03/17/17 P60 Equity,,,,,
97,65.0,Put,0.0,0.01,2017-03-17,AAPL US 03/17/17 P65 Equity,,,,,
98,70.0,Put,0.0,0.01,2017-03-17,AAPL US 03/17/17 P70 Equity,,,,,
99,75.0,Put,0.0,0.01,2017-03-17,AAPL US 03/17/17 P75 Equity,,,,,
100,80.0,Put,0.0,0.01,2017-03-17,AAPL US 03/17/17 P80 Equity,,,,,
101,82.5,Put,0.0,0.01,2017-03-17,AAPL US 03/17/17 P82.5 Equity,,,,,
102,85.0,Put,0.0,0.01,2017-03-17,AAPL US 03/17/17 P85 Equity,,,,,
103,87.5,Put,0.0,0.01,2017-03-17,AAPL US 03/17/17 P87.5 Equity,,,,,
104,90.0,Put,0.0,0.01,2017-03-17,AAPL US 03/17/17 P90 Equity,,,,,
105,92.5,Put,0.0,0.01,2017-03-17,AAPL US 03/17/17 P92.5 Equity,,,,,
106,93.0,Put,0.0,0.01,2017-03-17,AAPL US 03/17/17 P93 Equity,,,,,
107,94.0,Put,0.0,0.01,2017-03-17,AAPL US 03/17/17 P94 Equity,,,,,
108,95.0,Put,0.0,0.01,2017-03-17,AAPL US 03/17/17 P95 Equity,,,,,
109,96.0,Put,0.0,0.01,2017-03-17,AAPL US 03/17/17 P96 Equity,,,,,
110,97.0,Put,0.0,0.01,2017-03-17,AAPL US 03/17/17 P97 Equity,,,,,
111,97.5,Put,0.0,0.01,2017-03-17,AAPL US 03/17/17 P97.5 Equity,,,,,
112,98.0,Put,0.0,0.01,2017-03-17,AAPL US 03/17/17 P98 Equity,,,,,
113,98.5,Put,0.0,0.01,2017-03-17,AAPL US 03/17/17 P98.5 Equity,,,,,
114,99.0,Put,0.0,0.01,2017-03-17,AAPL US 03/17/17 P99 Equity,,,,,
115,99.5,Put,0.0,0.01,2017-03-17,AAPL US 03/17/17 P99.5 Equity,,,,,
116,100.0,Put,0.0,0.01,2017-03-17,AAPL US 03/17/17 P100 Equity,,,,,
117,101.0,Put,0.0,0.01,2017-03-17,AAPL US 03/17/17 P101 Equity,,,,,
118,102.0,Put,0.0,0.01,2017-03-17,AAPL US 03/17/17 P102 Equity,,,,,
119,103.0,Put,0.0,0.01,2017-03-17,AAPL US 03/17/17 P103 Equity,,,,,
120,104.0,Put,0.0,0.01,2017-03-17,AAPL US 03/17/17 P104 Equity,,,,,
121,105.0,Put,0.0,0.01,2017-03-17,AAPL US 03/17/17 P105 Equity,,,,,
122,106.0,Put,0.0,0.02,2017-03-17,AAPL US 03/17/17 P106 Equity,,,,,
123,107.0,Put,0.0,0.02,2017-03-17,AAPL US 03/17/17 P107 Equity,,,,,
124,108.0,Put,0.0,0.02,2017-03-17,AAPL US 03/17/17 P108 Equity,,,,,
125,109.0,Put,0.0,0.02,2017-03-17,AAPL US 03/17/17 P109 Equity,,,,,
126,110.0,Put,0.0,0.02,2017-03-17,AAPL US 03/17/17 P110 Equity,,,,,
127,111.0,Put,0.0,0.02,2017-03-17,AAPL US 03/17/17 P111 Equity,,,,,
128,112.0,Put,0.0,0.02,2017-03-17,AAPL US 03/17/17 P112 Equity,,,,,
129,113.0,Put,0.0,0.02,2017-03-17,AAPL US 03/17/17 P113 Equity,,,,,
130,114.0,Put,0.0,0.01,2017-03-17,AAPL US 03/17/17 P114 Equity,,,,,
131,115.0,Put,0.0,0.01,2017-03-17,AAPL US 03/17/17 P115 Equity,,,,,
132,116.0,Put,0.0,0.03,2017-03-17,AAPL US 03/17/17 P116 Equity,,,,,
133,117.0,Put,0.01,0.03,2017-03-17,AAPL US 03/17/17 P117 Equity,,,,,
134,118.0,Put,0.01,0.03,2017-03-17,AAPL US 03/17/17 P118 Equity,,,,,
135,119.0,Put,0.01,0.03,2017-03-17,AAPL US 03/17/17 P119 Equity,,,,,
136,120.0,Put,0.01,0.02,2017-03-17,AAPL US 03/17/17 P120 Equity,,,,,
137,121.0,Put,0.02,0.03,2017-03-17,AAPL US 03/17/17 P121 Equity,,,,,
138,122.0,Put,0.02,0.03,2017-03-17,AAPL US 03/17/17 P122 Equity,,,,,
139,123.0,Put,0.02,0.03,2017-03-17,AAPL US 03/17/17 P123 Equity,,,,,
140,124.0,Put,0.03,0.04,2017-03-17,AAPL US 03/17/17 P124 Equity,,,,,
141,125.0,Put,0.03,0.04,2017-03-17,AAPL US 03/17/17 P125 Equity,,,,,
142,126.0,Put,0.04,0.05,2017-03-17,AAPL US 03/17/17 P126 Equity,,,,,
143,127.0,Put,0.04,0.05,2017-03-17,AAPL US 03/17/17 P127 Equity,,,,,
144,128.0,Put,0.05,0.06,2017-03-17,AAPL US 03/17/17 P128 Equity,,,,,
145,129.0,Put,0.06,0.07,2017-03-17,AAPL US 03/17/17 P129 Equity,,,,,
146,130.0,Put,0.07,0.09,2017-03-17,AAPL US 03/17/17 P130 Equity,,,,,
147,131.0,Put,0.09,0.1,2017-03-17,AAPL US 03/17/17 P131 Equity,,,,,
148,132.0,Put,0.11,0.13,2017-03-17,AAPL US 03/17/17 P132 Equity,,,,,
149,133.0,Put,0.15,0.16,2017-03-17,AAPL US 03/17/17 P133 Equity,,,,,
150,134.0,Put,0.2,0.22,2017-03-17,AAPL US 03/17/17 P134 Equity,,,,,
151,135.0,Put,0.28,0.29,2017-03-17,AAPL US 03/17/17 P135 Equity,,,,,
152,136.0,Put,0.4,0.43,2017-03-17,AAPL US 03/17/17 P136 Equity,,,,,
153,137.0,Put,0.59,0.61,2017-03-17,AAPL US 03/17/17 P137 Equity,,,,,
154,138.0,Put,0.85,0.87,2017-03-17,AAPL US 03/17/17 P138 Equity,,,,,
155,139.0,Put,1.2,1.23,2017-03-17,AAPL US 03/17/17 P139 Equity,,,,,
156,140.0,Put,1.66,1.69,2017-03-17,AAPL US 03/17/17 P140 Equity,,,,,
157,141.0,Put,2.23,2.28,2017-03-17,AAPL US 03/17/17 P141 Equity,,,,,
158,142.0,Put,2.9,2.96,2017-03-17,AAPL US 03/17/17 P142 Equity,,,,,
159,143.0,Put,3.65,3.75,2017-03-17,AAPL US 03/17/17 P143 Equity,,,,,
160,144.0,Put,4.45,4.65,2017-03-17,AAPL US 03/17/17 P144 Equity,,,,,
161,145.0,Put,5.35,5.55,2017-03-17,AAPL US 03/17/17 P145 Equity,,,,,
162,146.0,Put,6.2,6.55,2017-03-17,AAPL US 03/17/17 P146 Equity,,,,,
163,147.0,Put,7.2,7.45,2017-03-17,AAPL US 03/17/17 P147 Equity,,,,,
164,148.0,Put,8.15,8.5,2017-03-17,AAPL US 03/17/17 P148 Equity,,,,,
165,149.0,Put,9.15,9.5,2017-03-17,AAPL US 03/17/17 P149 Equity,,,,,
166,150.0,Put,10.15,10.4,2017-03-17,AAPL US 03/17/17 P150 Equity,,,,,
167,152.5,Put,12.6,13.0,2017-03-17,AAPL US 03/17/17 P152.5 Equity,,,,,
168,155.0,Put,15.05,15.45,2017-03-17,AAPL US 03/17/17 P155 Equity,,,,,
169,157.5,Put,17.5,17.95,2017-03-17,AAPL US 03/17/17 P157.5 Equity,,,,,
170,160.0,Put,20.0,20.45,2017-03-17,AAPL US 03/17/17 P160 Equity,,,,,
171,165.0,Put,25.0,25.45,2017-03-17,AAPL US 03/17/17 P165 Equity,,,,,
172,170.0,Put,30.0,30.45,2017-03-17,AAPL US 03/17/17 P170 Equity,,,,,
173,175.0,Put,35.0,35.45,2017-03-17,AAPL US 03/17/17 P175 Equity,,,,,
174,180.0,Put,40.0,40.45,2017-03-17,AAPL US 03/17/17 P180 Equity,,,,,
175,185.0,Put,45.0,45.45,2017-03-17,AAPL US 03/17/17 P185 Equity,,,,,
176,190.0,Put,50.0,50.45,2017-03-17,AAPL US 03/17/17 P190 Equity,,,,,
177,195.0,Put,55.0,55.45,2017-03-17,AAPL US 03/17/17 P195 Equity,,,,,
178,200.0,Put,60.0,60.45,2017-03-17,AAPL US 03/17/17 P200 Equity,,,,,
179,205.0,Put,65.0,65.45,2017-03-17,AAPL US 03/17/17 P205 Equity,,,,,
180,210.0,Put,70.0,70.45,2017-03-17,AAPL US 03/17/17 P210 Equity,,,,,
181,220.0,Put,80.0,80.45,2017-03-17,AAPL US 03/17/17 P220 Equity,,,,,
182,230.0,Put,90.0,90.45,2017-03-17,AAPL US 03/17/17 P230 Equity,,,,,
183,240.0,Put,100.0,100.45,2017-03-17,AAPL US 03/17/17 P240 Equity,,,,,
184,47.5,Call,92.1,92.6,2017-04-21,AAPL US 04/21/17 C47.5 Equity,,,,,
185,50.0,Call,89.6,90.1,2017-04-21,AAPL US 04/21/17 C50 Equity,,,,,
186,55.0,Call,84.6,85.15,2017-04-21,AAPL US 04/21/17 C55 Equity,,,,,
187,60.0,Call,79.6,80.15,2017-04-21,AAPL US 04/21/17 C60 Equity,,,,,
188,65.0,Call,74.6,75.15,2017-04-21,AAPL US 04/21/17 C65 Equity,,,,,
189,70.0,Call,69.6,70.15,2017-04-21,AAPL US 04/21/17 C70 Equity,,,,,
190,75.0,Call,64.65,65.15,2017-04-21,AAPL US 04/21/17 C75 Equity,,,,,
191,80.0,Call,59.65,60.15,2017-04-21,AAPL US 04/21/17 C80 Equity,,,,,
192,85.0,Call,54.65,55.15,2017-04-21,AAPL US 04/21/17 C85 Equity,,,,,
193,87.5,Call,52.15,52.65,2017-04-21,AAPL US 04/21/17 C87.5 Equity,,,,,
194,90.0,Call,49.65,50.1,2017-04-21,AAPL US 04/21/17 C90 Equity,,,,,
195,92.5,Call,47.15,47.7,2017-04-21,AAPL US 04/21/17 C92.5 Equity,,,,,
196,95.0,Call,44.65,45.2,2017-04-21,AAPL US 04/21/17 C95 Equity,,,,,
197,97.5,Call,42.2,42.7,2017-04-21,AAPL US 04/21/17 C97.5 Equity,,,,,
198,100.0,Call,39.7,40.2,2017-04-21,AAPL US 04/21/17 C100 Equity,,,,,
199,105.0,Call,34.75,35.15,2017-04-21,AAPL US 04/21/17 C105 Equity,,,,,
200,110.0,Call,29.75,30.1,2017-04-21,AAPL US 04/21/17 C110 Equity,,,,,
201,115.0,Call,24.85,25.15,2017-04-21,AAPL US 04/21/17 C115 Equity,,,,,
202,120.0,Call,19.9,20.15,2017-04-21,AAPL US 04/21/17 C120 Equity,,,,,
203,125.0,Call,15.0,15.2,2017-04-21,AAPL US 04/21/17 C125 Equity,,,,,
204,130.0,Call,10.45,10.6,2017-04-21,AAPL US 04/21/17 C130 Equity,,,,,
205,135.0,Call,6.25,6.35,2017-04-21,AAPL US 04/21/17 C135 Equity,,,,,
206,140.0,Call,3.1,3.15,2017-04-21,AAPL US 04/21/17 C140 Equity,,,,,
207,145.0,Call,1.26,1.28,2017-04-21,AAPL US 04/21/17 C145 Equity,,,,,
208,150.0,Call,0.44,0.46,2017-04-21,AAPL US 04/21/17 C150 Equity,,,,,
209,155.0,Call,0.17,0.18,2017-04-21,AAPL US 04/21/17 C155 Equity,,,,,
210,160.0,Call,0.07,0.09,2017-04-21,AAPL US 04/21/17 C160 Equity,,,,,
211,165.0,Call,0.03,0.04,2017-04-21,AAPL US 04/21/17 C165 Equity,,,,,
212,170.0,Call,0.01,0.02,2017-04-21,AAPL US 04/21/17 C170 Equity,,,,,
213,175.0,Call,0.0,0.01,2017-04-21,AAPL US 04/21/17 C175 Equity,,,,,
214,180.0,Call,0.0,0.01,2017-04-21,AAPL US 04/21/17 C180 Equity,,,,,
215,185.0,Call,0.0,0.03,2017-04-21,AAPL US 04/21/17 C185 Equity,,,,,
216,190.0,Call,0.0,0.03,2017-04-21,AAPL US 04/21/17 C190 Equity,,,,,
217,195.0,Call,0.0,0.02,2017-04-21,AAPL US 04/21/17 C195 Equity,,,,,
218,200.0,Call,0.0,0.02,2017-04-21,AAPL US 04/21/17 C200 Equity,,,,,
219,210.0,Call,0.0,0.02,2017-04-21,AAPL US 04/21/17 C210 Equity,,,,,
220,47.5,Put,0.0,0.02,2017-04-21,AAPL US 04/21/17 P47.5 Equity,,,,,
221,50.0,Put,0.0,0.02,2017-04-21,AAPL US 04/21/17 P50 Equity,,,,,
222,55.0,Put,0.0,0.02,2017-04-21,AAPL US 04/21/17 P55 Equity,,,,,
223,60.0,Put,0.0,0.02,2017-04-21,AAPL US 04/21/17 P60 Equity,,,,,
224,65.0,Put,0.0,0.02,2017-04-21,AAPL US 04/21/17 P65 Equity,,,,,
225,70.0,Put,0.0,0.02,2017-04-21,AAPL US 04/21/17 P70 Equity,,,,,
226,75.0,Put,0.0,0.01,2017-04-21,AAPL US 04/21/17 P75 Equity,,,,,
227,80.0,Put,0.0,0.01,2017-04-21,AAPL US 04/21/17 P80 Equity,,,,,
228,85.0,Put,0.0,0.01,2017-04-21,AAPL US 04/21/17 P85 Equity,,,,,
229,87.5,Put,0.0,0.01,2017-04-21,AAPL US 04/21/17 P87.5 Equity,,,,,
230,90.0,Put,0.0,0.01,2017-04-21,AAPL US 04/21/17 P90 Equity,,,,,
231,92.5,Put,0.0,0.01,2017-04-21,AAPL US 04/21/17 P92.5 Equity,,,,,
232,95.0,Put,0.0,0.01,2017-04-21,AAPL US 04/21/17 P95 Equity,,,,,
233,97.5,Put,0.0,0.02,2017-04-21,AAPL US 04/21/17 P97.5 Equity,,,,,
234,100.0,Put,0.0,0.04,2017-04-21,AAPL US 04/21/17 P100 Equity,,,,,
235,105.0,Put,0.02,0.03,2017-04-21,AAPL US 04/21/17 P105 Equity,,,,,
236,110.0,Put,0.04,0.05,2017-04-21,AAPL US 04/21/17 P110 Equity,,,,,
237,115.0,Put,0.07,0.08,2017-04-21,AAPL US 04/21/17 P115 Equity,,,,,
238,120.0,Put,0.11,0.12,2017-04-21,AAPL US 04/21/17 P120 Equity,,,,,
239,125.0,Put,0.22,0.23,2017-04-21,AAPL US 04/21/17 P125 Equity,,,,,
240,130.0,Put,0.51,0.54,2017-04-21,AAPL US 04/21/17 P130 Equity,,,,,
241,135.0,Put,1.35,1.38,2017-04-21,AAPL US 04/21/17 P135 Equity,,,,,
242,140.0,Put,3.15,3.25,2017-04-21,AAPL US 04/21/17 P140 Equity,,,,,
243,145.0,Put,6.3,6.4,2017-04-21,AAPL US 04/21/17 P145 Equity,,,,,
244,150.0,Put,10.45,10.7,2017-04-21,AAPL US 04/21/17 P150 Equity,,,,,
245,155.0,Put,15.2,15.5,2017-04-21,AAPL US 04/21/17 P155 Equity,,,,,
246,160.0,Put,20.1,20.5,2017-04-21,AAPL US 04/21/17 P160 Equity,,,,,
247,165.0,Put,25.0,25.5,2017-04-21,AAPL US 04/21/17 P165 Equity,,,,,
248,170.0,Put,30.0,30.5,2017-04-21,AAPL US 04/21/17 P170 Equity,,,,,
249,175.0,Put,35.0,35.5,2017-04-21,AAPL US 04/21/17 P175 Equity,,,,,
250,180.0,Put,40.0,40.5,2017-04-21,AAPL US 04/21/17 P180 Equity,,,,,
251,185.0,Put,45.0,45.5,2017-04-21,AAPL US 04/21/17 P185 Equity,,,,,
252,190.0,Put,50.0,50.5,2017-04-21,AAPL US 04/21/17 P190 Equity,,,,,
253,195.0,Put,55.0,55.5,2017-04-21,AAPL US 04/21/17 P195 Equity,,,,,
254,200.0,Put,60.0,60.5,2017-04-21,AAPL US 04/21/17 P200 Equity,,,,,
255,210.0,Put,70.0,70.5,2017-04-21,AAPL US 04/21/17 P210 Equity,,,,,
